Rank,Time,Athlete,Year,Event,Gender
765,47.52,Koster,2023,5000m,Female
777,47.71,Ekidor,2023,5000m,Female
784,47.76,Daniely Brea,2023,5000m,Female
790,47.84,Bjerkeli Grøvdal,2023,5000m,Female
808,48.14,Muir,2023,5000m,Female
846,48.91,Ekidor,2023,5000m,Female
866,49.34,Galván,2023,5000m,Female
934,50.9,Infeld,2023,5000m,Female
936,50.93,Chelangat,2023,5000m,Female
946,51.14,Yaregal,2023,5000m,Female
971,51.53,Warner-Judd,2023,5000m,Female
983,51.69,Busienei,2023,5000m,Female
1022,52.37,Busienei,2023,5000m,Female
1025,52.38,Jebitok,2023,5000m,Female
1052,52.66,Cranny,2023,5000m,Female
1065,52.9,Koster,2023,5000m,Female
1072,53.02,Niyomukunzi,2023,5000m,Female
1092,53.41,Kelati,2023,5000m,Female
1107,53.6,Tanaka,2023,5000m,Female
1110,53.62,Muthoni Gateri,2023,5000m,Female
1127,53.88,Kipyegon,2023,5000m,Female
1129,53.9,Kipyegon,2023,5000m,Female
1137,54.01,Gebrzihair,2023,5000m,Female
1148,54.11,Hassan,2023,5000m,Female
1155,54.2,Henes,2023,5000m,Female
1163,54.33,Chebet,2023,5000m,Female
1208,55.05,Hassan,2023,5000m,Female
1210,55.1,Monson,2023,5000m,Female
1227,55.39,Rogers,2023,5000m,Female
1279,56.0,Nibret,2023,5000m,Female
1299,56.2,Busienei,2023,5000m,Female
1325,56.5,Chelangat,2023,5000m,Female
1325,56.5,Rengeruk,2023,5000m,Female
1334,56.62,Kipkemboi,2023,5000m,Female
1352,56.85,Taye,2023,5000m,Female
1365,56.98,Keith,2023,5000m,Female
1366,56.99,Jemutai,2023,5000m,Female
1409,57.52,Cranny,2023,5000m,Female
1417,57.56,Muthoni Gateri,2023,5000m,Female
1424,57.63,Jepngetich,2023,5000m,Female
1434,57.7,Chebet,2023,5000m,Female
1436,57.72,Tsegay,2023,5000m,Female
1467,58.03,Muthoni,2023,5000m,Female
1488,58.23,Eisa,2023,5000m,Female
1496,58.31,Hailu,2023,5000m,Female
1564,58.99,Tanaka,2023,5000m,Female
1587,59.22,Cranny,2023,5000m,Female
1598,59.32,Galván,2023,5000m,Female
1598,59.32,Rengeruk,2023,5000m,Female
1662,0.03,Cherono,2023,5000m,Female
1672,0.1,Kipkemboi,2023,5000m,Female
1705,0.48,Caune,2023,5000m,Female
1741,0.78,Koster,2023,5000m,Female
1751,0.89,Klein,2023,5000m,Female
1768,1.12,Battocletti,2023,5000m,Female
1769,1.13,Tsegay,2023,5000m,Female
1778,1.22,Mitei,2023,5000m,Female
1794,1.37,Lukan,2023,5000m,Female
1794,1.37,Rengeruk,2023,5000m,Female
1810,1.53,Cranny,2023,5000m,Female
1835,1.78,Chepkoech,2023,5000m,Female
1838,1.8,Andrews,2023,5000m,Female
1854,1.97,Jebitok,2023,5000m,Female
1866,2.07,Morgan USA,2023,5000m,Female
1870,2.11,García,2023,5000m,Female
1879,2.22,Edao Rebitu,2023,5000m,Female
1922,2.62,Schweizer,2023,5000m,Female
1967,2.93,Courtney-Bryant,2023,5000m,Female
1978,3.07,Eisa,2023,5000m,Female
1983,3.12,Tuohy,2023,5000m,Female
2001,3.33,Biwott,2023,5000m,Female
2004,3.35,Monson,2023,5000m,Female
2054,3.85,Caune,2023,5000m,Female
2072,4.01,Warner-Judd,2023,5000m,Female
2080,4.08,Monson,2023,5000m,Female
2115,4.39,Andrews,2023,5000m,Female
2116,4.41,Embaye,2023,5000m,Female
2122,4.54,Henes,2023,5000m,Female
2132,4.73,Kamotho,2023,5000m,Female
2177,5.13,Koster,2023,5000m,Female
2193,5.24,Niyomukunzi,2023,5000m,Female
2232,5.56,Daniely Brea VEN,2023,5000m,Female
2267,5.82,Muthoni,2023,5000m,Female
2274,5.87,Hull,2023,5000m,Female
2312,6.21,Warner-Judd,2023,5000m,Female
2313,6.22,Jemutai,2023,5000m,Female
2324,6.35,Ayichew,2023,5000m,Female
2329,6.39,Meyer,2023,5000m,Female
2336,6.44,Getachew,2023,5000m,Female
2349,6.52,Jepngetich,2023,5000m,Female
2359,6.58,Rogers,2023,5000m,Female
2360,6.59,Warner-Judd,2023,5000m,Female
2391,6.8,Lahti,2023,5000m,Female
2427,7.11,Koster,2023,5000m,Female
2466,7.45,Abebe,2023,5000m,Female
2476,7.49,Kipkemboi,2023,5000m,Female
2488,7.55,Chepngetich,2023,5000m,Female
2511,7.75,Chepngeno,2023,5000m,Female
2537,7.93,Davies,2023,5000m,Female
2541,7.97,Gitonga,2023,5000m,Female
2565,8.12,Mismas-Zrimsek,2023,5000m,Female
2618,8.6,Niyonsaba,2023,5000m,Female
2634,8.66,Henes,2023,5000m,Female
2669,8.96,Cavalli,2023,5000m,Female
2669,8.96,Bjerkeli Grøvdal,2023,5000m,Female
2693,9.22,Chepkoech,2023,5000m,Female
2697,9.28,Gitonga,2023,5000m,Female
2717,9.42,Vovk,2023,5000m,Female
2735,9.6,Nichols,2023,5000m,Female
2771,9.83,Mutungi,2023,5000m,Female
2814,10.13,Minsewo,2023,5000m,Female
2840,10.27,Kipkemboi,2023,5000m,Female
2843,10.3,Davies,2023,5000m,Female
2854,10.35,Chaudhary,2023,5000m,Female
2867,10.45,Aplachkina,2023,5000m,Female
2894,10.59,Reh,2023,5000m,Female
2895,10.6,Daniely Brea VEN,2023,5000m,Female
2902,10.63,Tanaka,2023,5000m,Female
2970,11.1,Wuga CHN,2023,5000m,Female
2982,11.15,Omare,2023,5000m,Female
2986,11.16,Daniely Brea,2023,5000m,Female
2986,11.16,Hironaka,2023,5000m,Female
3014,11.3,Kurgat,2023,5000m,Female
3051,11.63,Richardsson,2023,5000m,Female
3092,11.88,Lukan,2023,5000m,Female
3185,12.61,Galván MEX,2023,5000m,Female
3226,12.9,Mwangi,2023,5000m,Female
